order_id,customer_id,product_id,product_name,category,order_date,quantity,unit_price,amount,status,payment_status
ORD-5045,CUST-1098,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-05-26,1,69.0,69.0,Completed,Paid
ORD-5046,CUST-1076,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-26,3,1799.0,5397.0,Completed,Paid
ORD-5047,CUST-1071,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-26,1,1799.0,1799.0,Completed,Paid
ORD-5048,CUST-1013,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-05-26,1,59.0,59.0,Completed,Paid
ORD-5049,CUST-1074,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-05-26,1,39.0,39.0,Completed,Paid
ORD-5050,CUST-1091,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-05-26,1,1349.0,1349.0,Completed,Paid
ORD-5051,CUST-1036,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-05-27,1,129.0,129.0,Completed,Paid
ORD-5052,CUST-1011,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-05-27,1,149.0,149.0,Cancelled,Refunded
ORD-5053,CUST-1094,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-05-27,1,45.0,45.0,Completed,Paid
ORD-5054,CUST-1084,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-05-27,1,45.0,45.0,Completed,Paid
ORD-5055,CUST-1139,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-05-27,1,69.0,69.0,Completed,Paid
ORD-5056,CUST-1043,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-05-27,2,299.0,598.0,Completed,Paid
ORD-5057,CUST-1076,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-05-27,2,45.0,90.0,Completed,Paid
ORD-5058,CUST-1120,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-05-27,1,1399.0,1399.0,Completed,Paid
ORD-5059,CUST-1102,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-05-27,1,379.0,379.0,Completed,Paid
ORD-5060,CUST-1004,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-05-27,1,299.0,299.0,Completed,Paid
ORD-5061,CUST-1068,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-05-27,1,69.0,69.0,Completed,Paid
ORD-5062,CUST-1096,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-27,1,849.0,849.0,Completed,Paid
ORD-5063,CUST-1159,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-05-27,1,379.0,379.0,Completed,Paid
ORD-5064,CUST-1017,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-05-27,2,129.0,258.0,Completed,Paid
ORD-5065,CUST-1078,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-05-27,1,129.0,129.0,Completed,Paid
ORD-5066,CUST-1010,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-05-27,3,149.0,447.0,Completed,Paid
ORD-5067,CUST-1138,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-05-28,1,1199.0,1199.0,Completed,Paid
ORD-5068,CUST-1139,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-05-28,1,249.0,249.0,Completed,Paid
ORD-5069,CUST-1107,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-05-28,1,129.0,129.0,Completed,Paid
ORD-5070,CUST-1105,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-05-28,1,299.0,299.0,Completed,Paid
ORD-5071,CUST-1114,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-05-28,2,179.0,358.0,Completed,Paid
ORD-5072,CUST-1026,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-05-28,1,79.0,79.0,Completed,Paid
ORD-5073,CUST-1092,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-05-28,1,1099.0,1099.0,Completed,Paid
ORD-5074,CUST-1032,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-05-28,1,179.0,179.0,Completed,Paid
ORD-5075,CUST-1153,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-28,1,1799.0,1799.0,Completed,Paid
ORD-5076,CUST-1033,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-05-28,1,69.0,69.0,Completed,Paid
ORD-5077,CUST-1142,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-05-28,1,449.0,449.0,Completed,Paid
ORD-5078,CUST-1060,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-05-28,1,389.0,389.0,Completed,Paid
ORD-5079,CUST-1001,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-05-29,2,299.0,598.0,Returned,Refunded
ORD-5080,CUST-1045,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-29,1,849.0,849.0,Cancelled,Refunded
ORD-5081,CUST-1004,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-05-29,1,69.0,69.0,Completed,Paid
ORD-5082,CUST-1083,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-29,1,1799.0,1799.0,Returned,Refunded
ORD-5083,CUST-1030,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-05-29,1,45.0,45.0,Completed,Paid
ORD-5084,CUST-1093,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-05-29,1,549.0,549.0,Completed,Paid
ORD-5085,CUST-1057,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-05-29,1,59.0,59.0,Completed,Paid
ORD-5086,CUST-1134,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-05-29,1,149.0,149.0,Completed,Paid
ORD-5087,CUST-1016,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-05-29,2,899.0,1798.0,Completed,Paid
ORD-5088,CUST-1028,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-05-29,1,899.0,899.0,Completed,Paid
ORD-5089,CUST-1021,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-05-29,1,389.0,389.0,Returned,Refunded
ORD-5090,CUST-1150,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-05-29,1,379.0,379.0,Completed,Paid
ORD-5091,CUST-1153,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-05-29,1,549.0,549.0,Completed,Paid
ORD-5092,CUST-1111,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-29,1,849.0,849.0,Completed,Paid
ORD-5093,CUST-1142,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-05-29,2,45.0,90.0,Completed,Paid
ORD-5094,CUST-1106,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-05-30,2,389.0,778.0,Completed,Paid
ORD-5095,CUST-1025,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-05-30,1,389.0,389.0,Completed,Paid
ORD-5096,CUST-1096,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-05-30,1,1199.0,1199.0,Completed,Paid
ORD-5097,CUST-1024,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-05-30,1,1399.0,1399.0,Completed,Paid
ORD-5098,CUST-1096,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-05-30,1,1199.0,1199.0,Completed,Paid
ORD-5099,CUST-1144,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-05-30,1,379.0,379.0,Completed,Paid
ORD-5100,CUST-1091,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-05-30,2,79.0,158.0,Completed,Paid
ORD-5101,CUST-1014,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-05-30,1,149.0,149.0,Completed,Paid
ORD-5102,CUST-1148,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-05-30,1,549.0,549.0,Completed,Paid
ORD-5103,CUST-1058,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-30,1,849.0,849.0,Completed,Paid
ORD-5104,CUST-1030,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-05-30,1,39.0,39.0,Completed,Paid
ORD-5105,CUST-1110,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-05-30,3,379.0,1137.0,Completed,Paid
ORD-5106,CUST-1143,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-31,1,1799.0,1799.0,Completed,Paid
ORD-5107,CUST-1069,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-05-31,1,1799.0,1799.0,Completed,Paid
ORD-5108,CUST-1080,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-05-31,1,389.0,389.0,Completed,Paid
ORD-5109,CUST-1037,PRD-601,NovaCharge 100W GaN 4-Port Fast Charger,Accessories,2026-05-31,1,69.0,69.0,Returned,Refunded
ORD-5110,CUST-1008,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-05-31,1,1399.0,1399.0,Completed,Paid
ORD-5111,CUST-1108,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-05-31,1,179.0,179.0,Completed,Paid
ORD-5112,CUST-1084,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-05-31,2,39.0,78.0,Completed,Paid
ORD-5113,CUST-1014,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-05-31,1,1199.0,1199.0,Completed,Paid
ORD-5114,CUST-1021,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-05-31,1,299.0,299.0,Completed,Paid
ORD-5115,CUST-1156,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-05-31,1,179.0,179.0,Completed,Paid
ORD-5116,CUST-1132,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-31,1,849.0,849.0,Completed,Paid
ORD-5117,CUST-1152,PRD-501,NovaPad Pro 12.9 (120Hz Liquid OLED),Tablets,2026-05-31,1,899.0,899.0,Completed,Paid
ORD-5118,CUST-1057,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-05-31,3,499.0,1497.0,Returned,Refunded
ORD-5119,CUST-1055,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-05-31,1,39.0,39.0,Completed,Paid
ORD-5120,CUST-1084,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-05-31,1,849.0,849.0,Completed,Paid
ORD-5121,CUST-1034,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-01,1,499.0,499.0,Completed,Paid
ORD-5122,CUST-1144,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-01,1,79.0,79.0,Returned,Refunded
ORD-5123,CUST-1112,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-06-01,1,1799.0,1799.0,Returned,Refunded
ORD-5124,CUST-1147,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-01,1,499.0,499.0,Completed,Paid
ORD-5125,CUST-1030,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-01,1,499.0,499.0,Completed,Paid
ORD-5126,CUST-1159,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-01,2,179.0,358.0,Completed,Paid
ORD-5127,CUST-1023,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-06-01,2,249.0,498.0,Completed,Paid
ORD-5128,CUST-1151,PRD-401,NovaWatch Ultra Pro (Titanium Cellular),Smartwatches,2026-06-01,1,499.0,499.0,Completed,Paid
ORD-5129,CUST-1080,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-01,1,45.0,45.0,Completed,Paid
ORD-5130,CUST-1044,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-01,1,1399.0,1399.0,Completed,Paid
ORD-5131,CUST-1131,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-01,2,449.0,898.0,Completed,Paid
ORD-5132,CUST-1038,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-06-01,1,1349.0,1349.0,Completed,Paid
ORD-5133,CUST-1155,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-02,1,1199.0,1199.0,Completed,Paid
ORD-5134,CUST-1046,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-02,1,39.0,39.0,Completed,Paid
ORD-5135,CUST-1145,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-02,1,39.0,39.0,Completed,Paid
ORD-5136,CUST-1145,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-02,1,129.0,129.0,Completed,Paid
ORD-5137,CUST-1081,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-02,1,1199.0,1199.0,Completed,Paid
ORD-5138,CUST-1078,PRD-301,NovaSound ANC 700 (Noise-Canceling),Headphones,2026-06-02,1,299.0,299.0,Completed,Paid
ORD-5139,CUST-1019,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-02,1,149.0,149.0,Cancelled,Refunded
ORD-5140,CUST-1095,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-02,1,149.0,149.0,Completed,Paid
ORD-5141,CUST-1024,PRD-602,NovaHub 8-in-1 Dual 4K USB-C Dock,Accessories,2026-06-02,1,59.0,59.0,Completed,Paid
ORD-5142,CUST-1149,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-02,2,379.0,758.0,Completed,Paid
ORD-5143,CUST-1011,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-02,2,179.0,358.0,Completed,Paid
ORD-5144,CUST-1049,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-02,1,389.0,389.0,Completed,Paid
ORD-5145,CUST-1116,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-03,1,849.0,849.0,Completed,Paid
ORD-5146,CUST-1022,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-03,1,549.0,549.0,Cancelled,Refunded
ORD-5147,CUST-1113,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-03,1,179.0,179.0,Completed,Paid
ORD-5148,CUST-1094,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-03,2,69.0,138.0,Completed,Paid
ORD-5149,CUST-1087,PRD-604,NovaMouse Wireless Ergonomic Pro,Accessories,2026-06-03,1,79.0,79.0,Completed,Paid
ORD-5150,CUST-1086,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-03,1,1399.0,1399.0,Completed,Paid
ORD-5151,CUST-1099,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-03,1,149.0,149.0,Completed,Paid
ORD-5152,CUST-1155,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-03,1,1199.0,1199.0,Completed,Paid
ORD-5153,CUST-1037,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-03,1,69.0,69.0,Completed,Paid
ORD-5154,CUST-1101,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-03,1,1199.0,1199.0,Completed,Paid
ORD-5155,CUST-1080,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-03,1,379.0,379.0,Completed,Paid
ORD-5156,CUST-1135,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-04,1,1399.0,1399.0,Completed,Paid
ORD-5157,CUST-1093,PRD-101,NovaBook Pro 16 (M3 Max/32GB),Laptops,2026-06-04,1,1799.0,1799.0,Completed,Paid
ORD-5158,CUST-1055,PRD-303,NovaSound Studio Pro (Wired HiFi),Headphones,2026-06-04,2,389.0,778.0,Completed,Paid
ORD-5159,CUST-1058,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-04,1,1199.0,1199.0,Completed,Paid
ORD-5160,CUST-1026,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-04,1,549.0,549.0,Completed,Paid
ORD-5161,CUST-1135,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-06-04,1,1099.0,1099.0,Completed,Paid
ORD-5162,CUST-1159,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-04,1,1199.0,1199.0,Completed,Paid
ORD-5163,CUST-1047,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-04,1,99.0,99.0,Completed,Paid
ORD-5164,CUST-1043,PRD-606,NovaStand Aluminum Laptop Riser,Accessories,2026-06-04,1,45.0,45.0,Completed,Paid
ORD-5165,CUST-1061,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-04,1,179.0,179.0,Completed,Paid
ORD-5166,CUST-1115,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-06-04,1,1349.0,1349.0,Completed,Paid
ORD-5167,CUST-1121,PRD-203,NovaPhone 14 Lite (64GB),Smartphones,2026-06-04,1,449.0,449.0,Completed,Paid
ORD-5168,CUST-1119,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-05,1,39.0,39.0,Completed,Paid
ORD-5169,CUST-1136,PRD-402,NovaWatch Active 4 (Fitness/OLED),Smartwatches,2026-06-05,3,249.0,747.0,Completed,Paid
ORD-5170,CUST-1155,PRD-201,NovaPhone 15 Pro (256GB Titanium),Smartphones,2026-06-05,2,1199.0,2398.0,Returned,Refunded
ORD-5171,CUST-1142,PRD-104,NovaBook Ultra 13 (Portable),Laptops,2026-06-05,1,849.0,849.0,Completed,Paid
ORD-5172,CUST-1032,PRD-302,NovaSound Sport Pods (Waterproof),Headphones,2026-06-05,1,149.0,149.0,Completed,Paid
ORD-5173,CUST-1116,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-05,1,549.0,549.0,Completed,Paid
ORD-5174,CUST-1057,PRD-403,NovaWatch Fit Classic (Leather Band),Smartwatches,2026-06-05,2,179.0,358.0,Completed,Paid
ORD-5175,CUST-1107,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-06-05,1,1099.0,1099.0,Completed,Paid
ORD-5176,CUST-1099,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-05,1,1399.0,1399.0,Cancelled,Refunded
ORD-5177,CUST-1026,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-05,1,99.0,99.0,Completed,Paid
ORD-5178,CUST-1036,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-06-05,1,1099.0,1099.0,Completed,Paid
ORD-5179,CUST-1036,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-05,1,39.0,39.0,Completed,Paid
ORD-5180,CUST-1002,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-05,1,1399.0,1399.0,Completed,Paid
ORD-5181,CUST-1039,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-05,2,379.0,758.0,Completed,Paid
ORD-5182,CUST-1029,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-06,1,39.0,39.0,Completed,Paid
ORD-5183,CUST-1013,PRD-204,NovaPhone Max 15 (512GB Gold),Smartphones,2026-06-06,1,1349.0,1349.0,Completed,Paid
ORD-5184,CUST-1118,PRD-103,NovaBook Gaming 15 (RTX 4070),Laptops,2026-06-06,1,1399.0,1399.0,Completed,Paid
ORD-5185,CUST-1153,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-06,1,379.0,379.0,Completed,Paid
ORD-5186,CUST-1062,PRD-605,NovaPen Pro Stylus with Haptics,Accessories,2026-06-06,1,99.0,99.0,Completed,Paid
ORD-5187,CUST-1158,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-06,1,69.0,69.0,Completed,Paid
ORD-5188,CUST-1022,PRD-502,NovaPad Air 10.9 (Lightweight),Tablets,2026-06-06,3,549.0,1647.0,Returned,Refunded
ORD-5189,CUST-1130,PRD-503,NovaPad Mini 8.4 (Handheld),Tablets,2026-06-06,1,379.0,379.0,Completed,Paid
ORD-5190,CUST-1012,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-06,1,129.0,129.0,Completed,Paid
ORD-5191,CUST-1005,PRD-304,NovaSound Wireless Lite (BT 5.3),Headphones,2026-06-06,1,69.0,69.0,Completed,Paid
ORD-5192,CUST-1027,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-06,1,39.0,39.0,Completed,Paid
ORD-5193,CUST-1035,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-06-06,1,1099.0,1099.0,Completed,Paid
ORD-5194,CUST-1045,PRD-607,NovaCase Magnetic Smart Folio,Accessories,2026-06-06,1,39.0,39.0,Completed,Paid
ORD-5195,CUST-1123,PRD-603,NovaKey Mechanical RGB Keyboard,Accessories,2026-06-06,1,129.0,129.0,Completed,Paid
ORD-5196,CUST-1118,PRD-102,NovaBook Air 14 (M2/16GB),Laptops,2026-06-07,1,1099.0,1099.0,Returned,Refunded
